instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,day_type,casual_pct,registered_pct
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,8.200000000000001,32.0,Weekend/Holiday,12.5,86.45833333333334
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,8.200000000000001,32.0,Weekend/Holiday,6.666666666666667,92.0
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,7.38,28.999999999999996,Weekend/Holiday,10.38961038961039,88.31168831168831
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,6.5600000000000005,37.0,Weekend/Holiday,7.142857142857142,91.42857142857143
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,5.74,39.0,Weekend/Holiday,5.357142857142857,92.85714285714286
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,5.74,36.0,Weekend/Holiday,12.903225806451612,83.87096774193549
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,4.92,36.0,Weekend/Holiday,0.0,96.55172413793103
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,4.92,39.0,Weekend/Holiday,5.263157894736842,92.10526315789474
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,4.92,36.0,Weekend/Holiday,2.857142857142857,94.28571428571428
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,4.1000000000000005,39.0,Weekend/Holiday,0.0,95.65217391304348
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,4.1000000000000005,42.0,Weekend/Holiday,3.8461538461538463,92.3076923076923
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,4.1000000000000005,42.0,Weekend/Holiday,0.0,92.3076923076923
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,4.1000000000000005,46.0,Weekend/Holiday,0.0,91.66666666666666
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,4.1000000000000005,46.0,Weekend/Holiday,0.0,80.0
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,3.2800000000000002,53.0,Weekend/Holiday,0.0,50.0
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,3.2800000000000002,53.0,Weekend/Holiday,0.0,50.0
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,4.1000000000000005,49.0,Weekend/Holiday,0.0,50.0
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,3.2800000000000002,53.0,Weekend/Holiday,14.285714285714285,71.42857142857143
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,4.1000000000000005,49.0,Weekend/Holiday,0.0,90.9090909090909
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,4.92,46.0,Weekend/Holiday,0.0,95.0
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,5.74,43.0,Weekend/Holiday,0.0,98.0
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,6.5600000000000005,40.0,Weekend/Holiday,4.0,94.0
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,7.38,37.0,Weekend/Holiday,4.761904761904762,94.04761904761905
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,8.200000000000001,34.0,Weekend/Holiday,7.894736842105263,90.78947368421053
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,9.02,32.0,Weekend/Holiday,10.95890410958904,87.67123287671232
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,9.02,35.0,Weekend/Holiday,6.024096385542169,92.7710843373494
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,8.200000000000001,34.0,Weekend/Holiday,13.978494623655912,84.94623655913979
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,7.38,37.0,Weekend/Holiday,4.761904761904762,93.65079365079364
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,6.5600000000000005,40.0,Weekend/Holiday,8.16326530612245,89.79591836734694
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,6.5600000000000005,43.0,Weekend/Holiday,2.380952380952381,95.23809523809523
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,5.74,46.0,Weekend/Holiday,0.0,97.43589743589743
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,5.74,46.0,Weekend/Holiday,4.761904761904762,90.47619047619048
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,5.74,46.0,Weekend/Holiday,31.25,62.5
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,4.92,50.0,Weekend/Holiday,0.0,85.71428571428571
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,4.92,50.0,Workday,33.33333333333333,50.0
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,4.92,50.0,Workday,50.0,0.0
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,4.92,50.0,Workday,0.0,75.0
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,4.92,50.0,Workday,0.0,50.0
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,4.1000000000000005,54.0,Workday,25.0,50.0
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,4.1000000000000005,54.0,Workday,0.0,75.0
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,4.92,50.0,Workday,0.0,96.875
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,4.92,50.0,Workday,2.564102564102564,96.15384615384616
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,4.92,50.0,Workday,2.1164021164021163,97.35449735449735
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,5.74,50.0,Workday,2.1052631578947367,96.84210526315789
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,5.74,50.0,Workday,0.0,96.875
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,6.5600000000000005,47.0,Workday,6.451612903225806,90.32258064516128
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,8.200000000000001,40.0,Workday,9.433962264150944,88.67924528301887
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,8.200000000000001,40.0,Workday,7.2727272727272725,90.9090909090909
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,8.200000000000001,40.0,Workday,0.0,97.91666666666666
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,8.200000000000001,40.0,Workday,4.3478260869565215,93.47826086956522
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,8.200000000000001,40.0,Workday,5.333333333333334,93.33333333333333
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,8.200000000000001,40.0,Workday,2.2346368715083798,97.20670391061452
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,8.200000000000001,40.0,Workday,0.641025641025641,98.71794871794873
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,6.5600000000000005,47.0,Workday,3.125,95.83333333333334
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,6.5600000000000005,50.0,Workday,1.3333333333333335,97.33333333333334
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,5.74,59.0,Workday,2.564102564102564,94.87179487179486
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,5.74,59.0,Workday,8.0,88.0
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,5.74,59.0,Workday,0.0,94.73684210526315
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,5.74,59.0,Workday,15.384615384615385,76.92307692307693
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,5.74,59.0,Workday,0.0,75.0
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,6.5600000000000005,55.00000000000001,Workday,0.0,75.0
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,6.5600000000000005,55.00000000000001,Workday,0.0,85.71428571428571
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6.5600000000000005,55.00000000000001,Workday,0.0,96.42857142857143
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,6.5600000000000005,55.00000000000001,Workday,2.0,97.0
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,7.38,51.0,Workday,1.3761467889908259,98.1651376146789
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,7.38,51.0,Workday,2.2900763358778624,96.94656488549617
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,8.200000000000001,51.0,Workday,5.454545454545454,92.72727272727272
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,8.200000000000001,47.0,Workday,11.11111111111111,86.11111111111111
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,8.200000000000001,51.0,Workday,3.4482758620689653,94.82758620689656
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,8.200000000000001,59.0,Workday,11.320754716981133,86.79245283018868
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,8.200000000000001,59.0,Workday,4.6875,93.75
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,6.5600000000000005,80.0,Workday,4.166666666666666,93.75
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,6.5600000000000005,86.0,Workday,5.194805194805195,93.5064935064935
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,6.5600000000000005,86.0,Workday,4.37956204379562,94.8905109489051
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,6.5600000000000005,93.0,Workday,1.0416666666666665,97.91666666666666
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,6.5600000000000005,93.0,Workday,0.0,98.07692307692307
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,6.5600000000000005,93.0,Workday,0.0,96.96969696969697
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,6.5600000000000005,86.0,Workday,0.0,95.23809523809523
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,6.5600000000000005,93.0,Workday,3.3333333333333335,93.33333333333333
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,6.5600000000000005,93.0,Workday,5.0,90.0
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,6.5600000000000005,86.0,Workday,0.0,87.5
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,6.5600000000000005,86.0,Workday,0.0,85.71428571428571
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,5.74,86.0,Workday,0.0,50.0
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.74,86.0,Workday,0.0,83.33333333333334
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,4.92,93.0,Workday,0.0,94.11764705882352
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,5.74,69.0,Workday,0.0,98.18181818181819
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,6.5600000000000005,59.0,Workday,2.3255813953488373,96.89922480620154
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,6.5600000000000005,59.0,Workday,3.6585365853658534,95.1219512195122
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,7.38,55.00000000000001,Workday,0.0,97.5
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,8.200000000000001,51.0,Workday,8.333333333333332,88.88888888888889
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,8.200000000000001,47.0,Workday,5.357142857142857,92.85714285714286
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,9.02,44.0,Workday,0.0,98.0
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,8.200000000000001,47.0,Workday,0.0,97.77777777777777
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,8.200000000000001,47.0,Workday,2.0,96.0
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,9.02,44.0,Workday,7.246376811594203,91.30434782608695
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,8.200000000000001,47.0,Workday,0.0,99.28571428571429
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,8.200000000000001,47.0,Workday,1.4492753623188406,97.82608695652173
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,7.38,47.0,Workday,1.1904761904761905,97.61904761904762
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,6.5600000000000005,50.0,Workday,3.508771929824561,94.73684210526315
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,6.5600000000000005,55.00000000000001,Workday,0.0,98.27586206896551
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,6.5600000000000005,55.00000000000001,Workday,2.941176470588235,94.11764705882352
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,5.74,59.0,Workday,4.761904761904762,90.47619047619048
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,5.74,59.0,Workday,12.5,75.0
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,5.74,50.0,Workday,0.0,66.66666666666666
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,5.74,50.0,Workday,0.0,66.66666666666666
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,5.74,50.0,Workday,0.0,75.0
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,5.74,50.0,Workday,0.0,80.0
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,5.74,50.0,Workday,0.0,75.0
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,4.92,54.0,Workday,0.0,96.55172413793103
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,4.92,54.0,Workday,0.0,98.63013698630137
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,5.74,50.0,Workday,2.4630541871921183,97.04433497536947
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,5.74,50.0,Workday,1.4285714285714286,97.85714285714285
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,6.5600000000000005,50.0,Workday,5.128205128205128,92.3076923076923
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,8.200000000000001,44.0,Workday,10.526315789473683,86.8421052631579
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,8.200000000000001,44.0,Workday,5.660377358490567,92.45283018867924
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,9.02,41.0,Workday,2.380952380952381,96.42857142857143
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,9.02,41.0,Workday,6.976744186046512,90.69767441860465
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,9.84,38.0,Workday,8.19672131147541,90.1639344262295
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,9.84,38.0,Workday,2.5316455696202533,96.20253164556962
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,8.200000000000001,40.0,Workday,2.4539877300613497,96.93251533742331
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,8.200000000000001,40.0,Workday,2.0689655172413794,97.24137931034483
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,6.5600000000000005,47.0,Workday,1.0,98.0
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,6.5600000000000005,47.0,Workday,0.0,98.46153846153847
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,5.74,46.0,Workday,0.0,97.5609756097561
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,5.74,46.0,Workday,0.0,96.7741935483871
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,4.92,50.0,Workday,6.25,87.5
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,4.92,50.0,Workday,0.0,93.33333333333333
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,4.1000000000000005,54.0,Workday,0.0,83.33333333333334
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,4.1000000000000005,54.0,Workday,0.0,50.0
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,4.1000000000000005,54.0,Workday,0.0,50.0
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,4.1000000000000005,54.0,Workday,0.0,88.88888888888889
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,4.1000000000000005,54.0,Workday,0.0,94.44444444444444
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,4.1000000000000005,74.0,Workday,0.0,98.59154929577466
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,4.92,68.0,Workday,1.257861635220126,98.11320754716981
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,5.74,69.0,Workday,0.0,99.15254237288136
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,7.38,55.00000000000001,Workday,8.88888888888889,88.88888888888889
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,7.38,51.0,Workday,11.11111111111111,87.03703703703704
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,8.200000000000001,44.0,Workday,3.225806451612903,95.16129032258065
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,9.02,37.0,Workday,5.128205128205128,93.58974358974359
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,9.02,41.0,Workday,7.6923076923076925,90.76923076923077
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,9.84,38.0,Workday,13.043478260869565,85.5072463768116
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,9.02,41.0,Workday,3.296703296703297,95.6043956043956
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,9.02,41.0,Workday,2.5,96.875
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,8.200000000000001,47.0,Workday,3.571428571428571,95.71428571428572
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,6.5600000000000005,59.0,Workday,3.225806451612903,95.6989247311828
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,7.38,59.0,Workday,0.0,98.55072463768117
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,6.5600000000000005,69.0,Workday,7.547169811320755,90.56603773584906
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,6.5600000000000005,69.0,Workday,5.405405405405405,91.8918918918919
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,7.38,55.00000000000001,Workday,3.571428571428571,92.85714285714286
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,7.38,55.00000000000001,Weekend/Holiday,10.344827586206897,86.20689655172413
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,6.5600000000000005,59.0,Weekend/Holiday,9.523809523809524,85.71428571428571
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,6.5600000000000005,59.0,Weekend/Holiday,0.0,92.3076923076923
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,6.5600000000000005,59.0,Weekend/Holiday,11.11111111111111,77.77777777777779
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,6.5600000000000005,59.0,Weekend/Holiday,0.0,83.33333333333334
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,6.5600000000000005,59.0,Weekend/Holiday,0.0,50.0
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,5.74,63.0,Weekend/Holiday,25.0,50.0
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,5.74,63.0,Weekend/Holiday,9.090909090909092,81.81818181818183
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,5.74,63.0,Weekend/Holiday,4.166666666666666,91.66666666666666
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,6.5600000000000005,64.0,Weekend/Holiday,5.88235294117647,91.17647058823529
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,7.38,59.0,Weekend/Holiday,3.3333333333333335,95.0
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,8.200000000000001,55.00000000000001,Weekend/Holiday,24.65753424657534,73.97260273972603
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,9.84,48.0,Weekend/Holiday,16.666666666666664,82.22222222222221
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,11.48,38.0,Weekend/Holiday,20.588235294117645,78.43137254901961
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,12.299999999999999,39.0,Weekend/Holiday,21.84873949579832,77.31092436974791
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,13.120000000000001,36.0,Weekend/Holiday,16.153846153846153,83.07692307692308
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,13.940000000000001,34.0,Weekend/Holiday,25.581395348837212,73.64341085271317
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,13.120000000000001,36.0,Weekend/Holiday,34.523809523809526,64.28571428571429
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,12.299999999999999,45.0,Weekend/Holiday,17.647058823529413,81.17647058823529
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,13.120000000000001,39.0,Weekend/Holiday,18.666666666666668,80.0
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,13.120000000000001,39.0,Weekend/Holiday,14.285714285714285,83.33333333333334
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,13.120000000000001,39.0,Weekend/Holiday,10.344827586206897,87.93103448275862
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,12.299999999999999,42.0,Weekend/Holiday,0.0,96.29629629629629
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,12.299999999999999,45.0,Weekend/Holiday,11.11111111111111,86.66666666666667
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,10.66,56.00000000000001,Weekend/Holiday,15.0,82.5
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,10.66,56.00000000000001,Weekend/Holiday,16.666666666666664,79.16666666666666
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,10.66,56.00000000000001,Weekend/Holiday,17.647058823529413,76.47058823529412
